package,category,first_version,last_version
concordexR,bioc,317,
condcomp,bioc,308,309
condiments,bioc,313,
consICA,bioc,316,
consensus,bioc,308,
consensusDE,bioc,308,
consensusOV,bioc,306,
consensusSeekeR,bioc,303,
contiBAIT,bioc,303,318
conumee,bioc,301,
convert,bioc,108,
copa,bioc,108,
copynumber,bioc,212,316
corral,bioc,312,
coseq,bioc,305,
cosmiq,bioc,300,
cosmo,bioc,200,210
cosmoGUI,bioc,200,211
cosmosR,bioc,313,
cottoncdf,annotation,200,
cottonprobe,annotation,200,
countsimQC,bioc,308,
covEB,bioc,304,
covRNA,bioc,304,
cpvSNP,bioc,301,
cqn,bioc,209,
crisprBase,bioc,315,
crisprBowtie,bioc,315,
crisprBwa,bioc,315,
crisprDesign,bioc,316,
crisprScore,bioc,315,
crisprScoreData,experiment,315,
crisprShiny,bioc,319,
crisprVerse,bioc,316,
crisprViz,bioc,316,
crisprseekplus,bioc,304,317
crlmm,bioc,204,
crossmeta,bioc,304,
csaw,bioc,300,
csawUsersGuide,workflows,309,
csdR,bioc,314,
ctc,bioc,108,
ctgGEM,bioc,311,315
ctsGE,bioc,304,
cummeRbund,bioc,209,
curatedAdipoArray,experiment,311,
curatedAdipoChIP,experiment,309,
curatedAdipoRNA,experiment,309,
curatedBladderData,experiment,213,
curatedBreastData,experiment,301,
curatedCRCData,experiment,214,319
curatedMetagenomicData,experiment,304,
curatedOvarianData,experiment,212,
curatedPCaData,experiment,319,
curatedTBData,experiment,314,
curatedTCGAData,experiment,306,
customCMPdb,bioc,312,
customProDB,bioc,213,
cyanoFilter,bioc,313,
cycle,bioc,205,
cydar,bioc,305,
cyp450cdf,annotation,108,
cypress,bioc,319,
cytoKernel,bioc,314,
cytoMEM,bioc,315,
cytofQC,bioc,317,
cytofWorkflow,workflows,305,
cytofast,bioc,309,312
cytofkit,bioc,301,307
cytolib,bioc,306,
cytomapper,bioc,311,
cytoviewer,bioc,317,
dName.db,annotation,204,205
dSimer,bioc,304,308
dStruct,bioc,314,
daMA,bioc,108,
dada2,bioc,303,
dagLogo,bioc,213,
dar,bioc,319,
dasper,bioc,312,317
davidTiling,experiment,108,
dcGSA,bioc,303,
dcanr,bioc,309,
dce,bioc,313,
ddCt,bioc,205,
ddPCRclust,bioc,307,
ddgraph,bioc,211,306
dearseq,bioc,311,
debCAM,bioc,310,
debrowser,bioc,303,
deco,bioc,309,316
decompTumor2Sig,bioc,309,
decontX,bioc,318,
decontam,bioc,307,
deconvR,bioc,314,
decoupleR,bioc,313,
deepSNV,bioc,210,
deltaCaptureC,bioc,310,
deltaGseg,bioc,212,
demuxSNP,bioc,318,
demuxmix,bioc,316,
densvis,bioc,312,
depmap,experiment,310,
derfinder,bioc,300,
derfinderData,experiment,300,
derfinderHelper,bioc,300,
derfinderPlot,bioc,300,
destiny,bioc,302,
dexus,bioc,212,312
diffGeneAnalysis,bioc,108,
diffHic,bioc,301,
diffUTR,bioc,313,
diffcoexp,bioc,307,
diffcyt,bioc,307,
diffloop,bioc,303,315
diffloopdata,experiment,303,
diffuStats,bioc,306,
diggit,bioc,301,
diggitdata,experiment,301,
dinoR,bioc,319,
dir.expiry,bioc,313,
discordant,bioc,305,
distinct,bioc,311,
dittoSeq,bioc,311,
divergence,bioc,309,
dks,bioc,209,
dmdrosophila2dmense,annotation,109,201
dmdrosophila2dmense7cdf,annotation,108,108
dmdrosophila2dmense7probe,annotation,108,108
dmdrosophila2dmensecdf,annotation,109,201
dmdrosophila2dmenseprobe,annotation,109,201
dmdrosophila2dmensg,annotation,109,201
dmdrosophila2dmensg7cdf,annotation,108,108
dmdrosophila2dmensg7probe,annotation,108,108
dmdrosophila2dmensgcdf,annotation,109,201
dmdrosophila2dmensgprobe,annotation,109,201
dmdrosophila2dmenst,annotation,109,201
dmdrosophila2dmenst7cdf,annotation,108,108
dmdrosophila2dmenst7probe,annotation,108,108
dmdrosophila2dmenstcdf,annotation,109,201
dmdrosophila2dmenstprobe,annotation,109,201
dmdrosophila2dmrefseq,annotation,109,201
dmdrosophila2dmrefseq7cdf,annotation,108,108
dmdrosophila2dmrefseq7probe,annotation,108,108
dmdrosophila2dmrefseqcdf,annotation,109,201
dmdrosophila2dmrefseqprobe,annotation,109,201
dmdrosophila2dmug,annotation,109,201
dmdrosophila2dmug7cdf,annotation,108,108
dmdrosophila2dmug7probe,annotation,108,108
dmdrosophila2dmugcdf,annotation,109,201
dmdrosophila2dmugprobe,annotation,109,201
dmehomology,annotation,108,202
dmgenome1dmense,annotation,109,201
dmgenome1dmense7cdf,annotation,108,108
dmgenome1dmense7probe,annotation,108,108
dmgenome1dmensecdf,annotation,109,201
dmgenome1dmenseprobe,annotation,109,201
dmgenome1dmensg,annotation,109,201
dmgenome1dmensg7cdf,annotation,108,108
dmgenome1dmensg7probe,annotation,108,108
dmgenome1dmensgcdf,annotation,109,201
dmgenome1dmensgprobe,annotation,109,201
dmgenome1dmenst,annotation,109,201
dmgenome1dmenst7cdf,annotation,108,108
dmgenome1dmenst7probe,annotation,108,108
dmgenome1dmenstcdf,annotation,109,201
dmgenome1dmenstprobe,annotation,109,201
dmgenome1dmrefseq,annotation,109,201
dmgenome1dmrefseq7cdf,annotation,108,108
dmgenome1dmrefseq7probe,annotation,108,108
dmgenome1dmrefseqcdf,annotation,109,201
dmgenome1dmrefseqprobe,annotation,109,201
dmgenome1dmug,annotation,109,201
dmgenome1dmug7cdf,annotation,108,108
dmgenome1dmug7probe,annotation,108,108
dmgenome1dmugcdf,annotation,109,201
dmgenome1dmugprobe,annotation,109,201
dmrseq,bioc,307,
domainsignatures,bioc,203,306
dominoSignal,bioc,320,
doppelgangR,bioc,303,
dorothea,experiment,311,
doseR,bioc,309,
doubletrouble,bioc,317,
dpeak,bioc,311,317
drawProteins,bioc,307,
dreamlet,bioc,318,
drehomology,annotation,108,202
dressCheck,experiment,206,
drosgenome1,annotation,108,202
drosgenome1.db,annotation,201,
drosgenome1cdf,annotation,108,
drosgenome1probe,annotation,108,
drosophila2,annotation,108,202
drosophila2.db,annotation,201,
drosophila2cdf,annotation,108,
drosophila2probe,annotation,108,
drugTargetInteractions,bioc,313,
drzebrafishdrense,annotation,109,201
drzebrafishdrense7cdf,annotation,108,108
drzebrafishdrense7probe,annotation,108,108
drzebrafishdrensecdf,annotation,109,201
drzebrafishdrenseprobe,annotation,109,201
drzebrafishdrensg,annotation,109,201
drzebrafishdrensg7cdf,annotation,108,108
drzebrafishdrensg7probe,annotation,108,108
drzebrafishdrensgcdf,annotation,109,201
drzebrafishdrensgprobe,annotation,109,201
drzebrafishdrenst,annotation,109,201
drzebrafishdrenst7cdf,annotation,108,108
drzebrafishdrenst7probe,annotation,108,108
drzebrafishdrenstcdf,annotation,109,201
drzebrafishdrenstprobe,annotation,109,201
drzebrafishdrentrezg,annotation,109,201
drzebrafishdrentrezg7cdf,annotation,108,108
drzebrafishdrentrezg7probe,annotation,108,108
drzebrafishdrentrezgcdf,annotation,109,201
drzebrafishdrentrezgprobe,annotation,109,201
drzebrafishdrrefseq,annotation,109,201
drzebrafishdrrefseq7cdf,annotation,108,108
drzebrafishdrrefseq7probe,annotation,108,108
drzebrafishdrrefseqcdf,annotation,109,201
drzebrafishdrrefseqprobe,annotation,109,201
drzebrafishdrug,annotation,109,201
drzebrafishdrug7cdf,annotation,108,108
drzebrafishdrug7probe,annotation,108,108
drzebrafishdrugcdf,annotation,109,201
drzebrafishdrugprobe,annotation,109,201
drzebrafishdrvegat,annotation,200,201
drzebrafishdrvegatcdf,annotation,200,201
drzebrafishdrvegatprobe,annotation,200,201
dsQTL,experiment,210,312
dualKS,bioc,203,313
dupRadar,bioc,302,
dyebias,bioc,204,
dyebiasexamples,experiment,204,
eQTL,workflows,213,312
easier,bioc,314,
easierData,experiment,314,
easyRNASeq,bioc,210,
easylift,bioc,318,
easyreporting,bioc,311,
ecoli2.db,annotation,207,
ecoli2cdf,annotation,108,
ecoli2probe,annotation,108,
ecoliK12.db0,annotation,203,
ecoliLeucine,experiment,108,
ecoliSakai.db0,annotation,203,
ecoliasv2cdf,annotation,108,
ecoliasv2probe,annotation,108,
ecolicdf,annotation,108,
ecoliprobe,annotation,108,
ecolitk,bioc,108,
edd,bioc,108,209
edge,bioc,301,
edgeR,bioc,203,
eds,bioc,316,
eegc,bioc,304,318
egohomology,annotation,108,202
eiR,bioc,212,
eisa,bioc,206,312
eisaR,bioc,311,
emtdata,experiment,313,
encoDnaseI,experiment,202,303
enhancerHomologSearch,bioc,314,
enrichTF,bioc,309,318
enrichViewNet,bioc,318,
enrichplot,bioc,307,
ensemblVEP,bioc,212,319
ensembldb,bioc,301,
epiNEM,bioc,305,
epialleleR,bioc,313,
epidecodeR,bioc,313,
epigenomix,bioc,212,
epigraHMM,bioc,313,
epihet,bioc,309,316
epimutacions,bioc,315,
epimutacionsData,experiment,315,
epiregulon,bioc,319,
epiregulon.extra,bioc,319,
epistack,bioc,314,
epistasisGA,bioc,316,
epivizr,bioc,213,
epivizrChart,bioc,306,
epivizrData,bioc,303,
epivizrServer,bioc,303,
epivizrStandalone,bioc,303,
erccdashboard,bioc,300,
erma,bioc,302,
esATAC,bioc,306,
escape,bioc,312,
escheR,bioc,317,
esetVis,bioc,304,
estrogen,experiment,108,
etec16s,experiment,303,
eudysbiome,bioc,302,
evaluomeR,bioc,309,
ewceData,experiment,313,
excluderanges,annotation,314,
exomeCopy,bioc,209,318
exomePeak,bioc,213,309
exomePeak2,bioc,311,318
exonmap,bioc,200,207
explorase,bioc,201,312
exprExternal,bioc,108,108
externalVector,bioc,108,212
extraChIPs,bioc,315,
fCCAC,bioc,304,
fCI,bioc,302,
faahKO,experiment,108,
fabia,bioc,207,
fabiaData,experiment,211,
facopy,bioc,300,307
facopy.annot,experiment,300,310
facsDorit,experiment,109,312
factDesign,bioc,108,
factR,bioc,316,
faers,bioc,319,
famat,bioc,312,
farms,bioc,207,317
fastLiquidAssociation,bioc,214,
fastreeR,bioc,315,
fastseg,bioc,209,
fbat,bioc,200,206
fcScan,bioc,310,
fcoex,bioc,310,317
fdrame,bioc,108,
fedup,bioc,313,
fenr,bioc,318,
ffpe,bioc,210,
ffpeExampleData,experiment,209,
fgga,bioc,313,
fgsea,bioc,304,
fibroEset,experiment,108,
findIPs,bioc,319,
fishpond,bioc,309,
fission,experiment,300,
fitCons.UCSC.hg19,annotation,304,
flagme,bioc,204,
flipflop,bioc,213,308
flowAI,bioc,303,
flowBeads,bioc,213,
flowBin,bioc,214,
flowCHIC,bioc,300,
flowCL,bioc,214,316
flowClean,bioc,300,
flowClust,bioc,202,
flowCore,bioc,200,
flowCut,bioc,312,
flowCyBar,bioc,214,
flowDensity,bioc,300,
flowFP,bioc,205,
flowFit,bioc,213,311
flowFitExampleData,experiment,213,312
flowFlowJo,bioc,204,300
flowGate,bioc,317,
flowGraph,bioc,313,
flowMap,bioc,213,318
flowMatch,bioc,214,
flowMeans,bioc,206,
flowMerge,bioc,205,
flowPeaks,bioc,211,
flowPhyto,bioc,208,300
flowPloidy,bioc,304,
flowPloidyData,experiment,304,
flowPlots,bioc,208,
flowQ,bioc,202,307
flowQB,bioc,211,309
flowQBData,experiment,304,310
flowSpecs,bioc,310,
flowSpy,bioc,310,312
flowStats,bioc,204,
flowTime,bioc,305,
flowTrans,bioc,206,
flowType,bioc,209,311
flowUtils,bioc,201,315
flowVS,bioc,301,
flowViz,bioc,200,
flowWorkspace,bioc,209,
flowWorkspaceData,experiment,208,
flowcatchR,bioc,300,
fluentGenomics,workflows,311,
fly.db0,annotation,202,
fmcsR,bioc,211,
fmrs,bioc,312,
fobitools,bioc,313,
focalCall,bioc,300,311
fourDNData,experiment,317,
frenchFISH,bioc,311,
frma,bioc,206,
frmaExampleData,experiment,205,
frmaTools,bioc,206,
funOmics,bioc,320,
funtooNorm,bioc,305,
furrowSeg,experiment,303,
gCMAP,bioc,211,311
gCMAPWeb,bioc,212,311
gCrisprTools,bioc,304,
gDNAinRNAseqData,experiment,317,
gDNAx,bioc,318,
gDR,bioc,318,
gDRcore,bioc,318,
gDRimport,bioc,318,
gDRstyle,bioc,318,
gDRtestData,experiment,318,
gDRutils,bioc,318,
gINTomics,bioc,319,319
gQTLBase,bioc,301,312
gQTLstats,bioc,301,312
gaga,bioc,202,
gage,bioc,207,
gageData,experiment,207,
gaggle,bioc,109,318
gahgu133a,annotation,202,203
gahgu133a.db,annotation,204,304
gahgu133acdf,annotation,202,304
gahgu133aprobe,annotation,202,304
gahgu133b,annotation,202,203
gahgu133b.db,annotation,204,304
gahgu133bcdf,annotation,202,304
gahgu133bprobe,annotation,202,304
gahgu133plus2,annotation,202,203
gahgu133plus2.db,annotation,204,304
gahgu133plus2cdf,annotation,202,304
gahgu133plus2probe,annotation,202,304
gahgu95av2,annotation,202,203
gahgu95av2.db,annotation,204,304
gahgu95av2cdf,annotation,202,304
gahgu95av2probe,annotation,202,304
gahgu95b,annotation,202,203
gahgu95b.db,annotation,204,304
gahgu95bcdf,annotation,202,304
gahgu95bprobe,annotation,202,304
gahgu95c,annotation,202,203
gahgu95c.db,annotation,204,304
gahgu95ccdf,annotation,202,304
gahgu95cprobe,annotation,202,304
gahgu95d,annotation,202,203
gahgu95d.db,annotation,204,304
gahgu95dcdf,annotation,202,304
gahgu95dprobe,annotation,202,304
gahgu95e,annotation,202,203
gahgu95e.db,annotation,204,304
gahgu95ecdf,annotation,202,304
gahgu95eprobe,annotation,202,304
gaia,bioc,208,315
garfield,bioc,303,
gaschYHS,experiment,109,
gatingMLData,experiment,202,316
gatom,bioc,318,
gaucho,bioc,214,307
gcapc,bioc,305,
gcatest,bioc,302,
gcrma,bioc,108,
gcspikelite,experiment,203,
gdsfmt,bioc,300,
geNetClassifier,bioc,212,
geecc,bioc,300,311
gemini,bioc,310,
gemma.R,bioc,316,
genArise,bioc,108,
genbankr,bioc,303,317
gene2pathway,bioc,204,211
geneAttribution,bioc,304,
geneClassifiers,bioc,305,
geneLenDataBase,experiment,206,
geneRecommender,bioc,108,
geneRxCluster,bioc,214,
geneXtendeR,bioc,304,
genefilter,bioc,108,
genefu,bioc,208,
geneplast,bioc,304,
geneplast.data,annotation,312,
geneplast.data.string.v91,annotation,307,
geneplotter,bioc,108,
generegulation,workflows,213,
genoCN,bioc,206,
genomation,bioc,301,
genomationData,experiment,301,
genomeIntervals,bioc,204,
genomes,bioc,206,
genomewidesnp5Crlmm,annotation,204,
genomewidesnp6Crlmm,annotation,204,
genomicInstability,bioc,314,
genoset,bioc,208,312
genotypeeval,bioc,302,316
genphen,bioc,303,315
gep2pep,bioc,307,
gespeR,bioc,301,319
getDEE2,bioc,312,
geuvPack,experiment,301,312
geuvStore,experiment,301,303
geuvStore2,experiment,303,312
geva,bioc,313,
gff3Plotter,bioc,108,109
gg4way,bioc,318,
ggahomology,annotation,108,202
ggbio,bioc,209,
ggchickenggense,annotation,109,201
ggchickenggense7cdf,annotation,108,108
ggchickenggense7probe,annotation,108,108
ggchickenggensecdf,annotation,109,201
ggchickenggenseprobe,annotation,109,201
ggchickenggensg,annotation,109,201
ggchickenggensg7cdf,annotation,108,108
ggchickenggensg7probe,annotation,108,108
ggchickenggensgcdf,annotation,109,201
ggchickenggensgprobe,annotation,109,201
ggchickenggenst,annotation,109,201
ggchickenggenst7cdf,annotation,108,108
ggchickenggenst7probe,annotation,108,108
ggchickenggenstcdf,annotation,109,201
ggchickenggenstprobe,annotation,109,201
ggchickenggentrezg,annotation,200,201
ggchickenggentrezgcdf,annotation,200,201
ggchickenggentrezgprobe,annotation,200,201
ggchickenggrefseq,annotation,109,201
ggchickenggrefseq7cdf,annotation,108,108
ggchickenggrefseq7probe,annotation,108,108
ggchickenggrefseqcdf,annotation,109,201
ggchickenggrefseqprobe,annotation,109,201
ggchickenggug,annotation,109,201
ggchickenggug7cdf,annotation,108,108
ggchickenggug7probe,annotation,108,108
ggchickenggugcdf,annotation,109,201
ggchickenggugprobe,annotation,109,201
ggcyto,bioc,303,
ggkegg,bioc,318,
ggmanh,bioc,315,
ggmsa,bioc,314,
ggsc,bioc,318,
ggseqalign,bioc,320,
ggspavis,bioc,314,
ggtree,bioc,301,
ggtreeDendro,bioc,316,
ggtreeExtra,bioc,312,
ggtreeSpace,bioc,319,
ggtut,experiment,209,302
ginmappeR,bioc,319,
girafe,bioc,206,
glmGamPoi,bioc,311,
glmSparseNet,bioc,308,
globalSeq,bioc,303,
globaltest,bioc,108,
gmahomology,annotation,108,202
gmapR,bioc,211,
gmoviz,bioc,311,
goCluster,bioc,108,108
goProfiles,bioc,202,
goSTAG,bioc,305,
goSorensen,bioc,316,
goTools,bioc,108,
golubEsets,experiment,108,
goseq,bioc,206,
gp53cdf,annotation,108,
gpaExample,experiment,311,
gpart,bioc,308,315
gpls,bioc,108,
gprege,bioc,210,315
gpuMagic,bioc,311,
gramm4R,bioc,310,312
granulator,bioc,313,
graper,bioc,309,
graph,bioc,108,
graphite,bioc,209,
grasp2db,annotation,301,
greengenes13.5MgDb,annotation,303,313
grndata,experiment,301,
groHMM,bioc,300,
gscreend,bioc,310,
gsean,bioc,307,
gskb,experiment,301,312
gtrellis,bioc,301,
gwascat,bioc,210,
gwascatData,annotation,313,
gwasurvivr,bioc,308,
gypsum,bioc,319,
h10kcod,annotation,108,202
h10kcod.db,annotation,202,
h20kcod,annotation,108,202
h20kcod.db,annotation,202,
h5vc,bioc,213,
h5vcData,experiment,213,
hapFabia,bioc,211,
hapmap100khind,experiment,200,
hapmap100kxba,experiment,200,
hapmap370k,annotation,206,
hapmap500knsp,experiment,200,
hapmap500ksty,experiment,200,
hapmapsnp5,experiment,201,
hapmapsnp6,experiment,201,
harbChIP,experiment,109,
hca,bioc,313,
hcg110,annotation,108,202
hcg110.db,annotation,201,
hcg110cdf,annotation,108,
hcg110probe,annotation,108,
hcgi12k,annotation,201,201
hcgi8k,annotation,201,201
hdxmsqc,bioc,319,
healthyControlsPresenceChecker,experiment,315,
healthyFlowData,experiment,214,
heatmaps,bioc,305,
hermes,bioc,315,
hexbin,bioc,108,208
hgfocus,annotation,108,202
hgfocus.db,annotation,201,
hgfocuscdf,annotation,108,
hgfocusprobe,annotation,108,
hgu133a,annotation,108,202
hgu133a.db,annotation,201,
hgu133a2,annotation,108,202
hgu133a2.db,annotation,201,
hgu133a2cdf,annotation,108,
hgu133a2frmavecs,annotation,213,
hgu133a2probe,annotation,108,
hgu133abarcodevecs,experiment,205,
hgu133acdf,annotation,108,
hgu133afrmavecs,annotation,205,
hgu133aprobe,annotation,108,
hgu133atagcdf,annotation,108,
hgu133atagprobe,annotation,108,
hgu133b,annotation,108,202
hgu133b.db,annotation,201,
hgu133bcdf,annotation,108,
hgu133bprobe,annotation,108,
hgu133plus2,annotation,108,202
hgu133plus2.db,annotation,201,
hgu133plus2CellScore,experiment,307,
hgu133plus2barcodevecs,experiment,205,
hgu133plus2cdf,annotation,108,
hgu133plus2frmavecs,annotation,205,
hgu133plus2probe,annotation,108,
hgu219.db,annotation,207,
hgu219cdf,annotation,207,
hgu219probe,annotation,207,
hgu2beta7,experiment,109,
hgu95a,annotation,108,202
hgu95a.db,annotation,201,
hgu95acdf,annotation,108,
hgu95aprobe,annotation,108,
hgu95av2,annotation,108,
hgu95av2.db,annotation,201,
hgu95av2cdf,annotation,108,
hgu95av2probe,annotation,108,
hgu95b,annotation,108,202
hgu95b.db,annotation,201,
hgu95bcdf,annotation,108,
hgu95bprobe,annotation,108,
hgu95c,annotation,108,202
hgu95c.db,annotation,201,
hgu95ccdf,annotation,108,
hgu95cprobe,annotation,108,
hgu95d,annotation,108,202
hgu95d.db,annotation,201,
hgu95dcdf,annotation,108,
hgu95dprobe,annotation,108,
hgu95e,annotation,108,202
hgu95e.db,annotation,201,
hgu95ecdf,annotation,108,
hgu95eprobe,annotation,108,
hguDKFZ31,annotation,108,202
hguDKFZ31.db,annotation,201,
hguatlas13k,annotation,108,202
hguatlas13k.db,annotation,201,
hgubeta7,annotation,108,202
hgubeta7.db,annotation,201,
hgug4100a,annotation,108,202
hgug4100a.db,annotation,201,
hgug4101a,annotation,108,202
hgug4101a.db,annotation,201,
hgug4110b,annotation,108,202
hgug4110b.db,annotation,201,
hgug4111a,annotation,108,202
hgug4111a.db,annotation,201,
hgug4112a,annotation,108,202
hgug4112a.db,annotation,201,
hgug4845a.db,annotation,210,
hguqiagenv3,annotation,108,202
hguqiagenv3.db,annotation,201,
hi16cod,annotation,109,202
hi16cod.db,annotation,202,
hiAnnotator,bioc,300,
hiReadsProcessor,bioc,300,
hicVennDiagram,bioc,318,
hicrep,bioc,305,311
hierGWAS,bioc,302,
hierinf,bioc,308,
highthroughputassays,workflows,213,
hipathia,bioc,307,
hivprtplus2cdf,annotation,108,
hmdbQuery,bioc,307,
hmyriB36,experiment,203,312
hom.At.inp.db,annotation,205,312
hom.Ce.inp.db,annotation,205,312
hom.Dm.inp.db,annotation,202,312
hom.Dr.inp.db,annotation,205,312
hom.Hs.inp.db,annotation,202,312
hom.Mm.inp.db,annotation,202,312
hom.Rn.inp.db,annotation,202,312
hom.Sc.inp.db,annotation,202,312
homolog.db,annotation,204,205
homosapienDEE2CellScore,experiment,319,
hoodscanR,bioc,318,
hopach,bioc,108,
hpAnnot,annotation,308,
hpar,bioc,211,
hs133ahsense,annotation,109,201
hs133ahsense7cdf,annotation,108,108
hs133ahsense7probe,annotation,108,108
hs133ahsensecdf,annotation,109,201
hs133ahsenseprobe,annotation,109,201
hs133ahsensg,annotation,109,201
hs133ahsensg7cdf,annotation,108,108
hs133ahsensg7probe,annotation,108,108
hs133ahsensgcdf,annotation,109,201
hs133ahsensgprobe,annotation,109,201
hs133ahsenst,annotation,109,201
hs133ahsenst7cdf,annotation,108,108
hs133ahsenst7probe,annotation,108,108
hs133ahsenstcdf,annotation,109,201
hs133ahsenstprobe,annotation,109,201
hs133ahsentrezg,annotation,109,201
hs133ahsentrezg7cdf,annotation,108,108
hs133ahsentrezg7probe,annotation,108,108
hs133ahsentrezgcdf,annotation,109,201
hs133ahsentrezgprobe,annotation,109,201
hs133ahsrefseq,annotation,109,201
hs133ahsrefseq7cdf,annotation,108,108
hs133ahsrefseq7probe,annotation,108,108
hs133ahsrefseqcdf,annotation,109,201
hs133ahsrefseqprobe,annotation,109,201
hs133ahsug,annotation,109,201
hs133ahsug7cdf,annotation,108,108
hs133ahsug7probe,annotation,108,108
hs133ahsugcdf,annotation,109,201
hs133ahsugprobe,annotation,109,201
hs133ahsvegae,annotation,200,201
hs133ahsvegaecdf,annotation,200,201
hs133ahsvegaeprobe,annotation,200,201
hs133ahsvegag,annotation,200,201
hs133ahsvegagcdf,annotation,200,201
hs133ahsvegagprobe,annotation,200,201
hs133ahsvegat,annotation,200,201
hs133ahsvegatcdf,annotation,200,201
hs133ahsvegatprobe,annotation,200,201
hs133aptense,annotation,109,201
hs133aptense7cdf,annotation,108,108
hs133aptense7probe,annotation,108,108
hs133aptensecdf,annotation,109,201
hs133aptenseprobe,annotation,109,201
hs133aptensg,annotation,109,201
hs133aptensg7cdf,annotation,108,108
hs133aptensg7probe,annotation,108,108
hs133aptensgcdf,annotation,109,201
hs133aptensgprobe,annotation,109,201
hs133aptenst,annotation,109,201
hs133aptenstcdf,annotation,109,201
hs133aptenstprobe,annotation,109,201
hs133aptentrezg,annotation,109,201
hs133aptentrezgcdf,annotation,109,201
hs133aptentrezgprobe,annotation,109,201
hs133aptrefseq,annotation,200,201
hs133aptrefseqcdf,annotation,200,201
hs133aptrefseqprobe,annotation,200,201
hs133av2hsense,annotation,109,201
hs133av2hsense7cdf,annotation,108,108
hs133av2hsense7probe,annotation,108,108
hs133av2hsensecdf,annotation,109,201
hs133av2hsenseprobe,annotation,109,201
hs133av2hsensg,annotation,109,201
hs133av2hsensg7cdf,annotation,108,108
hs133av2hsensg7probe,annotation,108,108
hs133av2hsensgcdf,annotation,109,201
hs133av2hsensgprobe,annotation,109,201
hs133av2hsenst,annotation,109,201
hs133av2hsenst7cdf,annotation,108,108
hs133av2hsenst7probe,annotation,108,108
hs133av2hsenstcdf,annotation,109,201
hs133av2hsenstprobe,annotation,109,201
hs133av2hsentrezg,annotation,109,201
hs133av2hsentrezg7cdf,annotation,108,108
hs133av2hsentrezg7probe,annotation,108,108
hs133av2hsentrezgcdf,annotation,109,201
hs133av2hsentrezgprobe,annotation,109,201
hs133av2hsrefseq,annotation,109,201
hs133av2hsrefseq7cdf,annotation,108,108
hs133av2hsrefseq7probe,annotation,108,108
hs133av2hsrefseqcdf,annotation,109,201
hs133av2hsrefseqprobe,annotation,109,201
hs133av2hsug,annotation,109,201
hs133av2hsug7cdf,annotation,108,108
hs133av2hsug7probe,annotation,108,108
hs133av2hsugcdf,annotation,109,201
hs133av2hsugprobe,annotation,109,201
hs133av2hsvegae,annotation,200,201
hs133av2hsvegaecdf,annotation,200,201
hs133av2hsvegaeprobe,annotation,200,201
hs133av2hsvegag,annotation,200,201
hs133av2hsvegagcdf,annotation,200,201
hs133av2hsvegagprobe,annotation,200,201
hs133av2hsvegat,annotation,200,201
hs133av2hsvegatcdf,annotation,200,201
hs133av2hsvegatprobe,annotation,200,201
hs133av2ptense,annotation,109,201
hs133av2ptense7cdf,annotation,108,108
hs133av2ptense7probe,annotation,108,108
hs133av2ptensecdf,annotation,109,201
hs133av2ptenseprobe,annotation,109,201
hs133av2ptensg,annotation,109,201
hs133av2ptensg7cdf,annotation,108,108
hs133av2ptensg7probe,annotation,108,108
hs133av2ptensgcdf,annotation,109,201
hs133av2ptensgprobe,annotation,109,201
hs133av2ptenst,annotation,109,201
hs133av2ptenstcdf,annotation,109,201
hs133av2ptenstprobe,annotation,109,201
hs133av2ptentrezg,annotation,109,201
hs133av2ptentrezgcdf,annotation,109,201
hs133av2ptentrezgprobe,annotation,109,201
hs133av2ptrefseq,annotation,200,201
hs133av2ptrefseqcdf,annotation,200,201
hs133av2ptrefseqprobe,annotation,200,201
hs133bhsense,annotation,109,201
hs133bhsense7cdf,annotation,108,108
hs133bhsense7probe,annotation,108,108
hs133bhsensecdf,annotation,109,201
hs133bhsenseprobe,annotation,109,201
hs133bhsensg,annotation,109,201
hs133bhsensg7cdf,annotation,108,108
hs133bhsensg7probe,annotation,108,108
hs133bhsensgcdf,annotation,109,201
hs133bhsensgprobe,annotation,109,201
hs133bhsenst,annotation,109,201
hs133bhsenst7cdf,annotation,108,108
hs133bhsenst7probe,annotation,108,108
hs133bhsenstcdf,annotation,109,201
hs133bhsenstprobe,annotation,109,201
hs133bhsentrezg,annotation,109,201
hs133bhsentrezg7cdf,annotation,108,108
hs133bhsentrezg7probe,annotation,108,108
hs133bhsentrezgcdf,annotation,109,201
hs133bhsentrezgprobe,annotation,109,201
hs133bhsrefseq,annotation,109,201
hs133bhsrefseq7cdf,annotation,108,108
hs133bhsrefseq7probe,annotation,108,108
hs133bhsrefseqcdf,annotation,109,201
hs133bhsrefseqprobe,annotation,109,201
hs133bhsug,annotation,109,201
hs133bhsug7cdf,annotation,108,108
hs133bhsug7probe,annotation,108,108
hs133bhsugcdf,annotation,109,201
hs133bhsugprobe,annotation,109,201
hs133bhsvegae,annotation,200,201
hs133bhsvegaecdf,annotation,200,201
hs133bhsvegaeprobe,annotation,200,201
hs133bhsvegag,annotation,200,201
hs133bhsvegagcdf,annotation,200,201
hs133bhsvegagprobe,annotation,200,201
hs133bhsvegat,annotation,200,201
hs133bhsvegatcdf,annotation,200,201
hs133bhsvegatprobe,annotation,200,201
hs133bptense,annotation,109,201
hs133bptense7cdf,annotation,108,108
hs133bptense7probe,annotation,108,108
hs133bptensecdf,annotation,109,201
hs133bptenseprobe,annotation,109,201
hs133bptensg,annotation,109,201
